Index, Time, t(seconds), T1,T2,T3,T4,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma,,sodium alginate + cellulose
546, 2024/5/5 15:19:03,551.36,16.45,23.74,17.72,17.67,--,--,--,--,--,--,25.94,30.71,23.74,37.67,13.93,9.849998,,
547, 2024/5/5 15:19:04,552.39,16.46,23.77,17.7,17.63,--,--,--,--,--,--,25.95,30.74,23.77,37.71,13.94,9.85707,,
548, 2024/5/5 15:19:05,553.42,16.53,23.75,17.7,17.59,--,--,--,--,--,--,25.95,30.75,23.75,37.74,13.99,9.892426,,
549, 2024/5/5 15:19:06,554.44,16.54,23.75,17.67,17.49,--,--,--,--,--,--,25.95,30.73,23.75,37.71,13.96,9.871212,,
550, 2024/5/5 15:19:07,555.47,16.49,23.74,17.67,17.45,--,--,--,--,--,--,25.96,30.75,23.74,37.75,14.01,9.906566,,
551, 2024/5/5 15:19:08,556.5,16.48,23.76,17.64,17.4,--,--,--,--,--,--,25.96,30.75,23.76,37.74,13.98,9.885354,,
552, 2024/5/5 15:19:09,557.53,16.49,23.74,17.62,17.33,--,--,--,--,--,--,25.95,30.72,23.74,37.69,13.95,9.86414,,
553, 2024/5/5 15:19:10,558.55,16.49,23.77,17.6,17.28,--,--,--,--,--,--,25.96,30.76,23.77,37.74,13.97,9.878284,,
554, 2024/5/5 15:19:11,559.58,16.54,23.74,17.59,17.22,--,--,--,--,--,--,25.95,30.73,23.74,37.72,13.98,9.885352,,
555, 2024/5/5 15:19:12,560.61,16.5,23.74,17.59,17.26,--,--,--,--,--,--,25.95,30.72,23.74,37.7,13.96,9.87121,,
556, 2024/5/5 15:19:13,561.63,16.49,23.75,17.62,17.24,--,--,--,--,--,--,25.96,30.75,23.75,37.74,13.99,9.892426,,
557, 2024/5/5 15:19:14,562.66,16.53,23.76,17.58,17.27,--,--,--,--,--,--,25.96,30.76,23.76,37.75,13.99,9.892423,,
558, 2024/5/5 15:19:15,563.69,16.53,23.73,17.58,17.32,--,--,--,--,--,--,25.95,30.72,23.73,37.7,13.97,9.878281,,
559, 2024/5/5 15:19:16,564.71,16.6,23.79,17.6,17.38,--,--,--,--,--,--,25.96,30.75,23.79,37.71,13.92,9.842929,,
560, 2024/5/5 15:19:17,565.74,16.53,23.72,17.65,17.42,--,--,--,--,--,--,25.95,30.72,23.72,37.72,14,9.899495,,
561, 2024/5/5 15:19:18,566.77,16.51,23.79,17.63,17.47,--,--,--,--,--,--,25.96,30.77,23.79,37.74,13.95,9.864142,,
562, 2024/5/5 15:19:19,567.8,16.52,23.74,17.64,17.5,--,--,--,--,--,--,25.95,30.75,23.74,37.75,14.01,9.906566,,
563, 2024/5/5 15:19:20,568.82,16.52,23.76,17.65,17.48,--,--,--,--,--,--,25.94,30.75,23.76,37.74,13.98,9.885354,,
564, 2024/5/5 15:19:21,569.85,16.52,23.73,17.67,17.46,--,--,--,--,--,--,25.95,30.76,23.73,37.78,14.05,9.934846,,
565, 2024/5/5 15:19:23,570.89,16.53,23.79,17.64,17.44,--,--,--,--,--,--,25.97,30.79,23.79,37.79,14,9.899499,,
566, 2024/5/5 15:19:24,571.91,16.53,23.77,17.66,17.46,--,--,--,--,--,--,25.96,30.78,23.77,37.78,14.01,9.906563,,
567, 2024/5/5 15:19:25,572.94,16.56,23.77,17.65,17.41,--,--,--,--,--,--,25.95,30.77,23.77,37.77,14,9.899493,,
568, 2024/5/5 15:19:26,573.96,16.59,23.77,17.65,17.42,--,--,--,--,--,--,25.96,30.8,23.77,37.82,14.05,9.934853,,
569, 2024/5/5 15:19:27,574.99,16.54,23.76,17.64,17.36,--,--,--,--,--,--,25.96,30.8,23.76,37.83,14.07,9.948992,,
570, 2024/5/5 15:19:28,576.02,16.57,23.78,17.61,17.42,--,--,--,--,--,--,25.97,30.81,23.78,37.83,14.05,9.934848,,
571, 2024/5/5 15:19:29,577.04,16.56,23.76,17.62,17.42,--,--,--,--,--,--,25.94,30.8,23.76,37.83,14.07,9.948992,,
572, 2024/5/5 15:19:30,578.07,16.59,23.75,17.6,17.4,--,--,--,--,--,--,25.95,30.81,23.75,37.86,14.11,9.977277,,
573, 2024/5/5 15:19:31,579.09,16.55,23.77,17.64,17.39,--,--,--,--,--,--,25.96,30.82,23.77,37.87,14.1,9.970206,,
574, 2024/5/5 15:19:32,580.12,16.55,23.78,17.62,17.39,--,--,--,--,--,--,25.96,30.82,23.78,37.86,14.08,9.956061,,
575, 2024/5/5 15:19:33,581.15,16.55,23.76,17.63,17.35,--,--,--,--,--,--,25.96,30.84,23.76,37.92,14.16,10.01263,,
576, 2024/5/5 15:19:34,582.18,16.51,23.81,17.65,17.35,--,--,--,--,--,--,25.97,30.84,23.81,37.87,14.06,9.941922,,
577, 2024/5/5 15:19:35,583.21,16.58,23.77,17.63,17.38,--,--,--,--,--,--,25.96,30.82,23.77,37.86,14.09,9.963135,,
578, 2024/5/5 15:19:36,584.23,16.57,23.76,17.62,17.38,--,--,--,--,--,--,25.94,30.8,23.76,37.83,14.07,9.948992,,
579, 2024/5/5 15:19:37,585.26,16.57,23.76,17.65,17.41,--,--,--,--,--,--,25.95,30.81,23.76,37.86,14.1,9.970205,,
580, 2024/5/5 15:19:38,586.28,16.61,23.75,17.68,17.38,--,--,--,--,--,--,25.96,30.81,23.75,37.87,14.12,9.984348,,
581, 2024/5/5 15:19:39,587.31,16.56,23.74,17.65,17.4,--,--,--,--,--,--,25.94,30.79,23.74,37.83,14.09,9.963135,,
582, 2024/5/5 15:19:40,588.34,16.59,23.78,17.69,17.47,--,--,--,--,--,--,25.95,30.83,23.78,37.87,14.09,9.963133,,
583, 2024/5/5 15:19:41,589.36,16.52,23.78,17.68,17.43,--,--,--,--,--,--,25.96,30.81,23.78,37.84,14.06,9.941919,,
584, 2024/5/5 15:19:42,590.39,16.57,23.75,17.66,17.41,--,--,--,--,--,--,25.95,30.81,23.75,37.87,14.12,9.984348,,
585, 2024/5/5 15:19:43,591.42,16.6,23.78,17.72,17.49,--,--,--,--,--,--,25.97,30.84,23.78,37.9,14.12,9.984349,,
586, 2024/5/5 15:19:44,592.45,16.55,23.8,17.8,17.56,--,--,--,--,--,--,25.96,30.84,23.8,37.87,14.07,9.948992,,
587, 2024/5/5 15:19:45,593.47,16.58,23.77,17.85,17.62,--,--,--,--,--,--,25.96,30.84,23.77,37.9,14.13,9.991423,,
588, 2024/5/5 15:19:46,594.49,16.59,23.8,17.86,17.62,--,--,--,--,--,--,25.97,30.89,23.8,37.97,14.17,10.0197,,
589, 2024/5/5 15:19:47,595.51,16.6,23.8,17.91,17.63,--,--,--,--,--,--,25.96,30.88,23.8,37.95,14.15,10.00556,,
590, 2024/5/5 15:19:48,596.54,16.63,23.76,17.88,17.66,--,--,--,--,--,--,25.96,30.85,23.76,37.93,14.17,10.0197,,
591, 2024/5/5 15:19:49,597.57,16.63,23.78,17.86,17.68,--,--,--,--,--,--,25.98,30.89,23.78,38,14.22,10.05506,,
592, 2024/5/5 15:19:50,598.6,16.58,23.76,17.83,17.65,--,--,--,--,--,--,25.96,30.89,23.76,38.02,14.26,10.08334,,
593, 2024/5/5 15:19:51,599.62,16.61,23.76,17.77,17.64,--,--,--,--,--,--,25.94,30.87,23.76,37.98,14.22,10.05506,,
594, 2024/5/5 15:19:52,600.64,16.61,23.77,17.83,17.62,--,--,--,--,--,--,25.96,30.89,23.77,38,14.23,10.06213,,
595, 2024/5/5 15:19:53,601.67,16.6,23.77,17.77,17.64,--,--,--,--,--,--,25.96,30.89,23.77,38,14.23,10.06213,,
596, 2024/5/5 15:19:54,602.7,16.62,23.76,17.8,17.65,--,--,--,--,--,--,25.96,30.9,23.76,38.03,14.27,10.09041,,
597, 2024/5/5 15:19:55,603.72,16.64,23.77,17.78,17.64,--,--,--,--,--,--,25.95,30.89,23.77,38,14.23,10.06213,,
598, 2024/5/5 15:19:56,604.75,16.64,23.77,17.77,17.66,--,--,--,--,--,--,25.95,30.88,23.77,37.98,14.21,10.04799,,
599, 2024/5/5 15:19:57,605.78,16.6,23.8,17.76,17.63,--,--,--,--,--,--,25.95,30.9,23.8,37.99,14.19,10.03385,,
600, 2024/5/5 15:19:58,606.81,16.68,23.77,17.77,17.59,--,--,--,--,--,--,25.95,30.89,23.77,38,14.23,10.06213,,
601, 2024/5/5 15:19:59,607.84,16.64,23.8,17.72,17.57,--,--,--,--,--,--,25.96,30.91,23.8,38.01,14.21,10.04799,,
602, 2024/5/5 15:20:01,608.86,16.68,23.79,17.71,17.52,--,--,--,--,--,--,25.96,30.91,23.79,38.02,14.23,10.06213,,
603, 2024/5/5 15:20:02,609.89,16.68,23.8,17.69,17.46,--,--,--,--,--,--,25.96,30.89,23.8,37.97,14.17,10.0197,,
604, 2024/5/5 15:20:03,610.92,16.64,23.77,17.62,17.42,--,--,--,--,--,--,25.95,30.88,23.77,37.99,14.22,10.05506,,
605, 2024/5/5 15:20:04,611.94,16.65,23.77,17.66,17.44,--,--,--,--,--,--,25.95,30.88,23.77,37.99,14.22,10.05506,,
606, 2024/5/5 15:20:05,612.97,16.69,23.79,17.65,17.4,--,--,--,--,--,--,25.96,30.91,23.79,38.02,14.23,10.06213,,
607, 2024/5/5 15:20:06,614,16.68,23.79,17.67,17.43,--,--,--,--,--,--,25.97,30.91,23.79,38.02,14.23,10.06213,,
608, 2024/5/5 15:20:07,615.02,16.67,23.78,17.63,17.33,--,--,--,--,--,--,25.95,30.9,23.78,38.02,14.24,10.0692,,
609, 2024/5/5 15:20:08,616.04,16.69,23.81,17.65,17.35,--,--,--,--,--,--,25.96,30.92,23.81,38.02,14.21,10.04799,,
610, 2024/5/5 15:20:09,617.07,16.68,23.8,17.66,17.35,--,--,--,--,--,--,25.97,30.91,23.8,38.02,14.22,10.05506,,
611, 2024/5/5 15:20:10,618.1,16.66,23.79,17.67,17.37,--,--,--,--,--,--,25.95,30.91,23.79,38.02,14.23,10.06213,,
612, 2024/5/5 15:20:11,619.12,16.67,23.78,17.65,17.39,--,--,--,--,--,--,25.96,30.91,23.78,38.04,14.26,10.08334,,
613, 2024/5/5 15:20:12,620.14,16.71,23.79,17.67,17.43,--,--,--,--,--,--,25.96,30.92,23.79,38.05,14.26,10.08335,,
614, 2024/5/5 15:20:13,621.17,16.71,23.78,17.68,17.43,--,--,--,--,--,--,25.95,30.91,23.78,38.04,14.26,10.08334,,
615, 2024/5/5 15:20:14,622.19,16.69,23.78,17.65,17.36,--,--,--,--,--,--,25.97,30.92,23.78,38.05,14.27,10.09041,,
616, 2024/5/5 15:20:15,623.21,16.67,23.78,17.64,17.37,--,--,--,--,--,--,25.96,30.92,23.78,38.06,14.28,10.09748,,
617, 2024/5/5 15:20:16,624.24,16.69,23.81,17.69,17.35,--,--,--,--,--,--,25.95,30.93,23.81,38.05,14.24,10.0692,,
618, 2024/5/5 15:20:17,625.27,16.7,23.81,17.71,17.34,--,--,--,--,--,--,25.97,30.95,23.81,38.08,14.27,10.09042,,
619, 2024/5/5 15:20:18,626.29,16.68,23.77,17.67,17.33,--,--,--,--,--,--,25.95,30.91,23.77,38.04,14.27,10.09041,,
620, 2024/5/5 15:20:19,627.32,16.72,23.81,17.66,17.37,--,--,--,--,--,--,25.96,30.94,23.81,38.07,14.26,10.08334,,
621, 2024/5/5 15:20:20,628.35,16.72,23.78,17.67,17.34,--,--,--,--,--,--,25.97,30.94,23.78,38.09,14.31,10.1187,,
622, 2024/5/5 15:20:21,629.37,16.76,23.78,17.67,17.35,--,--,--,--,--,--,25.95,30.92,23.78,38.06,14.28,10.09748,,
623, 2024/5/5 15:20:22,630.4,16.73,23.77,17.69,17.35,--,--,--,--,--,--,25.96,30.94,23.77,38.1,14.33,10.13284,,
624, 2024/5/5 15:20:23,631.42,16.66,23.8,17.66,17.34,--,--,--,--,--,--,25.95,30.94,23.8,38.08,14.28,10.09749,,
625, 2024/5/5 15:20:24,632.45,16.75,23.8,17.69,17.36,--,--,--,--,--,--,25.96,30.94,23.8,38.08,14.28,10.09749,,
626, 2024/5/5 15:20:25,633.48,16.74,23.79,17.7,17.4,--,--,--,--,--,--,25.96,30.96,23.79,38.12,14.33,10.13284,,
627, 2024/5/5 15:20:26,634.5,16.76,23.77,17.74,17.47,--,--,--,--,--,--,25.94,30.92,23.77,38.07,14.3,10.11162,,
628, 2024/5/5 15:20:27,635.52,16.75,23.74,17.74,17.47,--,--,--,--,--,--,25.96,30.91,23.74,38.08,14.34,10.13991,,
629, 2024/5/5 15:20:28,636.55,16.73,23.76,17.78,17.48,--,--,--,--,--,--,25.96,30.94,23.76,38.11,14.35,10.14698,,
630, 2024/5/5 15:20:29,637.58,16.74,23.79,17.81,17.51,--,--,--,--,--,--,25.96,30.94,23.79,38.08,14.29,10.10456,,
631, 2024/5/5 15:20:30,638.61,16.75,23.8,17.83,17.52,--,--,--,--,--,--,25.96,30.95,23.8,38.1,14.3,10.11162,,
632, 2024/5/5 15:20:31,639.63,16.76,23.8,17.85,17.55,--,--,--,--,--,--,25.96,30.95,23.8,38.1,14.3,10.11162,,
633, 2024/5/5 15:20:32,640.65,16.77,23.8,17.85,17.57,--,--,--,--,--,--,25.96,30.97,23.8,38.13,14.33,10.13284,,
634, 2024/5/5 15:20:33,641.68,16.82,23.79,17.9,17.6,--,--,--,--,--,--,25.96,30.96,23.79,38.12,14.33,10.13284,,
635, 2024/5/5 15:20:34,642.71,16.77,23.81,17.98,17.66,--,--,--,--,--,--,25.97,30.97,23.81,38.13,14.32,10.12577,,
636, 2024/5/5 15:20:35,643.74,16.76,23.76,17.99,17.66,--,--,--,--,--,--,25.95,30.95,23.76,38.14,14.38,10.16819,,
637, 2024/5/5 15:20:36,644.77,16.79,23.79,17.99,17.62,--,--,--,--,--,--,25.95,30.95,23.79,38.1,14.31,10.1187,,
638, 2024/5/5 15:20:37,645.8,16.81,23.82,17.98,17.57,--,--,--,--,--,--,25.97,30.98,23.82,38.14,14.32,10.12577,,
639, 2024/5/5 15:20:38,646.82,16.8,23.79,17.98,17.55,--,--,--,--,--,--,25.97,30.97,23.79,38.14,14.35,10.14698,,
640, 2024/5/5 15:20:39,647.85,16.82,23.82,17.94,17.55,--,--,--,--,--,--,25.97,30.98,23.82,38.14,14.32,10.12577,,
641, 2024/5/5 15:20:41,648.88,16.8,23.8,17.91,17.52,--,--,--,--,--,--,25.95,30.97,23.8,38.14,14.34,10.13991,,
642, 2024/5/5 15:20:42,649.91,16.83,23.8,17.96,17.51,--,--,--,--,--,--,25.96,30.98,23.8,38.15,14.35,10.14698,,
643, 2024/5/5 15:20:43,650.94,16.84,23.76,18.02,17.53,--,--,--,--,--,--,25.95,30.93,23.76,38.1,14.34,10.13991,,
644, 2024/5/5 15:20:44,651.96,16.81,23.78,18.05,17.53,--,--,--,--,--,--,25.96,30.97,23.78,38.15,14.37,10.16112,,
645, 2024/5/5 15:20:45,652.98,16.82,23.82,18.02,17.52,--,--,--,--,--,--,25.96,30.97,23.82,38.11,14.29,10.10456,,
646, 2024/5/5 15:20:46,654.01,16.85,23.75,17.96,17.55,--,--,--,--,--,--,25.95,30.93,23.75,38.11,14.36,10.15406,,
647, 2024/5/5 15:20:47,655.03,16.83,23.78,17.91,17.49,--,--,--,--,--,--,25.96,30.95,23.78,38.11,14.33,10.13284,,
648, 2024/5/5 15:20:48,656.06,16.86,23.76,17.91,17.5,--,--,--,--,--,--,25.95,30.93,23.76,38.09,14.33,10.13284,,
649, 2024/5/5 15:20:49,657.08,16.87,23.84,17.91,17.46,--,--,--,--,--,--,25.97,30.96,23.84,38.07,14.23,10.06213,,
650, 2024/5/5 15:20:50,658.11,16.87,23.8,17.88,17.46,--,--,--,--,--,--,25.95,30.95,23.8,38.09,14.29,10.10456,,
651, 2024/5/5 15:20:51,659.13,16.87,23.79,17.88,17.44,--,--,--,--,--,--,25.97,30.97,23.79,38.14,14.35,10.14698,,
652, 2024/5/5 15:20:52,660.15,16.89,23.81,17.86,17.47,--,--,--,--,--,--,25.96,30.95,23.81,38.09,14.28,10.09749,,
653, 2024/5/5 15:20:53,661.18,16.85,23.81,17.86,17.46,--,--,--,--,--,--,25.96,30.98,23.81,38.14,14.33,10.13284,,
654, 2024/5/5 15:20:54,662.2,16.89,23.81,17.84,17.46,--,--,--,--,--,--,25.96,30.96,23.81,38.11,14.3,10.11163,,
655, 2024/5/5 15:20:55,663.23,16.83,23.81,17.87,17.45,--,--,--,--,--,--,25.96,30.98,23.81,38.15,14.34,10.13991,,
656, 2024/5/5 15:20:56,664.25,16.9,23.78,17.83,17.48,--,--,--,--,--,--,25.94,30.95,23.78,38.12,14.34,10.13991,,
657, 2024/5/5 15:20:57,665.27,16.89,23.78,17.88,17.49,--,--,--,--,--,--,25.95,30.96,23.78,38.13,14.35,10.14698,,
658, 2024/5/5 15:20:58,666.29,16.96,23.83,17.86,17.52,--,--,--,--,--,--,25.96,31.01,23.83,38.18,14.35,10.14698,,
659, 2024/5/5 15:20:59,667.32,16.93,23.81,17.85,17.55,--,--,--,--,--,--,25.96,31,23.81,38.19,14.38,10.16819,,
660, 2024/5/5 15:21:00,668.34,16.9,23.8,17.88,17.58,--,--,--,--,--,--,25.95,30.97,23.8,38.14,14.34,10.13991,,
661, 2024/5/5 15:21:01,669.37,16.89,23.8,17.86,17.63,--,--,--,--,--,--,25.96,30.99,23.8,38.17,14.37,10.16112,,
662, 2024/5/5 15:21:02,670.39,16.91,23.79,17.84,17.56,--,--,--,--,--,--,25.96,30.96,23.79,38.13,14.34,10.13991,,
663, 2024/5/5 15:21:03,671.41,16.92,23.78,17.83,17.47,--,--,--,--,--,--,25.96,30.96,23.78,38.14,14.36,10.15405,,
664, 2024/5/5 15:21:04,672.44,16.92,23.78,17.84,17.46,--,--,--,--,--,--,25.95,30.97,23.78,38.15,14.37,10.16112,,
665, 2024/5/5 15:21:05,673.47,16.94,23.82,17.83,17.5,--,--,--,--,--,--,25.97,31.01,23.82,38.19,14.37,10.16112,,
666, 2024/5/5 15:21:06,674.5,16.95,23.81,17.82,17.53,--,--,--,--,--,--,25.97,30.98,23.81,38.15,14.34,10.13991,,
667, 2024/5/5 15:21:07,675.52,16.95,23.81,17.85,17.55,--,--,--,--,--,--,25.96,30.99,23.81,38.17,14.36,10.15405,,
668, 2024/5/5 15:21:08,676.55,16.91,23.77,17.87,17.6,--,--,--,--,--,--,25.96,30.98,23.77,38.19,14.42,10.19648,,
669, 2024/5/5 15:21:09,677.57,16.91,23.8,17.85,17.6,--,--,--,--,--,--,25.96,30.99,23.8,38.18,14.38,10.16819,,
670, 2024/5/5 15:21:10,678.61,16.92,23.8,17.88,17.6,--,--,--,--,--,--,25.96,31.01,23.8,38.21,14.41,10.18941,,
671, 2024/5/5 15:21:11,679.64,16.95,23.81,17.86,17.6,--,--,--,--,--,--,25.95,31.01,23.81,38.21,14.4,10.18234,,
672, 2024/5/5 15:21:12,680.66,16.93,23.78,17.88,17.65,--,--,--,--,--,--,25.96,31,23.78,38.21,14.43,10.20355,,
673, 2024/5/5 15:21:13,681.69,16.92,23.79,17.88,17.67,--,--,--,--,--,--,25.97,31.01,23.79,38.23,14.44,10.21062,,
674, 2024/5/5 15:21:14,682.71,16.94,23.81,17.9,17.71,--,--,--,--,--,--,25.96,31.01,23.81,38.21,14.4,10.18234,,
675, 2024/5/5 15:21:15,683.74,16.94,23.81,17.94,17.77,--,--,--,--,--,--,25.96,31,23.81,38.18,14.37,10.16112,,
676, 2024/5/5 15:21:16,684.76,16.96,23.82,17.93,17.76,--,--,--,--,--,--,25.96,31,23.82,38.18,14.36,10.15405,,
677, 2024/5/5 15:21:17,685.78,16.92,23.78,17.9,17.74,--,--,--,--,--,--,25.95,30.98,23.78,38.18,14.4,10.18233,,
678, 2024/5/5 15:21:18,686.81,16.99,23.83,17.86,17.73,--,--,--,--,--,--,25.96,31,23.83,38.16,14.33,10.13284,,
679, 2024/5/5 15:21:19,687.84,16.96,23.83,17.85,17.77,--,--,--,--,--,--,25.96,30.98,23.83,38.13,14.3,10.11163,,
680, 2024/5/5 15:21:21,688.86,16.95,23.83,17.83,17.75,--,--,--,--,--,--,25.97,30.99,23.83,38.15,14.32,10.12577,,
681, 2024/5/5 15:21:22,689.89,16.93,23.85,17.81,17.74,--,--,--,--,--,--,25.97,30.99,23.85,38.13,14.28,10.09748,,
682, 2024/5/5 15:21:23,690.91,16.95,23.81,17.79,17.71,--,--,--,--,--,--,25.96,30.97,23.81,38.13,14.32,10.12577,,
683, 2024/5/5 15:21:24,691.94,16.97,23.81,17.78,17.64,--,--,--,--,--,--,25.97,31,23.81,38.18,14.37,10.16112,,
684, 2024/5/5 15:21:25,692.96,16.95,23.81,17.77,17.6,--,--,--,--,--,--,25.97,30.99,23.81,38.17,14.36,10.15405,,
685, 2024/5/5 15:21:26,694,16.95,23.8,17.76,17.6,--,--,--,--,--,--,25.97,31.01,23.8,38.22,14.42,10.19648,,
686, 2024/5/5 15:21:27,695.02,16.92,23.81,17.75,17.57,--,--,--,--,--,--,25.97,31,23.81,38.19,14.38,10.16819,,
687, 2024/5/5 15:21:28,696.05,16.94,23.81,17.78,17.53,--,--,--,--,--,--,25.97,31.01,23.81,38.2,14.39,10.17527,,
688, 2024/5/5 15:21:29,697.08,17.02,23.8,17.76,17.56,--,--,--,--,--,--,25.96,31.03,23.8,38.25,14.45,10.21769,,
689, 2024/5/5 15:21:30,698.11,16.94,23.82,17.76,17.55,--,--,--,--,--,--,25.97,31.04,23.82,38.26,14.44,10.21062,,
690, 2024/5/5 15:21:31,699.13,16.96,23.8,17.79,17.54,--,--,--,--,--,--,25.94,31,23.8,38.2,14.4,10.18234,,
691, 2024/5/5 15:21:32,700.16,16.96,23.82,17.72,17.5,--,--,--,--,--,--,25.96,31.04,23.82,38.26,14.44,10.21062,,
692, 2024/5/5 15:21:33,701.19,16.96,23.82,17.7,17.47,--,--,--,--,--,--,25.96,31.04,23.82,38.25,14.43,10.20355,,
693, 2024/5/5 15:21:34,702.21,16.98,23.8,17.74,17.51,--,--,--,--,--,--,25.97,31.03,23.8,38.25,14.45,10.21769,,
694, 2024/5/5 15:21:35,703.24,16.95,23.85,17.73,17.6,--,--,--,--,--,--,25.97,31.06,23.85,38.27,14.42,10.19648,,
695, 2024/5/5 15:21:36,704.27,17.01,23.8,17.75,17.58,--,--,--,--,--,--,25.96,31.02,23.8,38.24,14.44,10.21062,,
696, 2024/5/5 15:21:37,705.29,16.98,23.82,17.81,17.6,--,--,--,--,--,--,25.96,31.04,23.82,38.25,14.43,10.20355,,
697, 2024/5/5 15:21:38,706.32,17,23.81,17.78,17.66,--,--,--,--,--,--,25.97,31.04,23.81,38.26,14.45,10.21769,,
698, 2024/5/5 15:21:39,707.34,16.96,23.82,17.76,17.6,--,--,--,--,--,--,25.96,31.05,23.82,38.28,14.46,10.22476,,
699, 2024/5/5 15:21:40,708.37,17.02,23.83,17.76,17.6,--,--,--,--,--,--,25.96,31.04,23.83,38.25,14.42,10.19648,,
700, 2024/5/5 15:21:41,709.4,17.02,23.82,17.77,17.6,--,--,--,--,--,--,25.98,31.04,23.82,38.26,14.44,10.21062,,
701, 2024/5/5 15:21:42,710.42,17.02,23.85,17.75,17.59,--,--,--,--,--,--,25.97,31.06,23.85,38.26,14.41,10.18941,,
702, 2024/5/5 15:21:43,711.44,17.02,23.84,17.76,17.56,--,--,--,--,--,--,25.96,31.04,23.84,38.24,14.4,10.18234,,
703, 2024/5/5 15:21:44,712.47,17.03,23.82,17.74,17.51,--,--,--,--,--,--,25.97,31.06,23.82,38.29,14.47,10.23184,,
704, 2024/5/5 15:21:45,713.5,16.99,23.81,17.72,17.51,--,--,--,--,--,--,25.96,31.03,23.81,38.25,14.44,10.21062,,
705, 2024/5/5 15:21:46,714.52,17.01,23.82,17.72,17.52,--,--,--,--,--,--,25.96,31.06,23.82,38.3,14.48,10.2389,,
706, 2024/5/5 15:21:47,715.55,17.01,23.84,17.72,17.5,--,--,--,--,--,--,25.96,31.06,23.84,38.27,14.43,10.20355,,
707, 2024/5/5 15:21:48,716.59,17.05,23.83,17.73,17.53,--,--,--,--,--,--,25.97,31.07,23.83,38.31,14.48,10.23891,,
708, 2024/5/5 15:21:49,717.61,17.01,23.81,17.75,17.56,--,--,--,--,--,--,25.97,31.07,23.81,38.32,14.51,10.26012,,
709, 2024/5/5 15:21:50,718.63,17,23.85,17.74,17.56,--,--,--,--,--,--,25.97,31.09,23.85,38.32,14.47,10.23183,,
710, 2024/5/5 15:21:51,719.66,16.98,23.83,17.71,17.54,--,--,--,--,--,--,25.97,31.08,23.83,38.33,14.5,10.25305,,
711, 2024/5/5 15:21:52,720.68,17.03,23.86,17.72,17.54,--,--,--,--,--,--,25.98,31.11,23.86,38.35,14.49,10.24598,,
712, 2024/5/5 15:21:53,721.71,17.05,23.83,17.7,17.52,--,--,--,--,--,--,25.97,31.1,23.83,38.36,14.53,10.27426,,
713, 2024/5/5 15:21:54,722.73,17.01,23.81,17.75,17.55,--,--,--,--,--,--,25.95,31.09,23.81,38.36,14.55,10.2884,,
714, 2024/5/5 15:21:55,723.77,17.04,23.82,17.76,17.55,--,--,--,--,--,--,25.95,31.09,23.82,38.36,14.54,10.28133,,
715, 2024/5/5 15:21:56,724.79,17.02,23.84,17.75,17.58,--,--,--,--,--,--,25.97,31.13,23.84,38.42,14.58,10.30962,,
716, 2024/5/5 15:21:57,725.82,17.09,23.83,17.75,17.61,--,--,--,--,--,--,25.96,31.12,23.83,38.4,14.57,10.30254,,
717, 2024/5/5 15:21:58,726.82,17.05,23.82,17.73,17.59,--,--,--,--,--,--,25.97,31.12,23.82,38.41,14.59,10.31669,,
718, 2024/5/5 15:21:59,727.83,17.04,23.84,17.77,17.62,--,--,--,--,--,--,25.96,31.13,23.84,38.41,14.57,10.30255,,
719, 2024/5/5 15:22:00,728.83,17.02,23.83,17.78,17.64,--,--,--,--,--,--,25.97,31.1,23.83,38.37,14.54,10.28133,,
720, 2024/5/5 15:22:01,729.83,17.02,23.83,17.8,17.67,--,--,--,--,--,--,25.96,31.14,23.83,38.44,14.61,10.33083,,
721, 2024/5/5 15:22:02,730.83,17.02,23.83,17.8,17.74,--,--,--,--,--,--,25.96,31.12,23.83,38.4,14.57,10.30254,,
722, 2024/5/5 15:22:03,731.83,17.08,23.87,17.82,17.74,--,--,--,--,--,--,25.97,31.15,23.87,38.42,14.55,10.2884,,
723, 2024/5/5 15:22:04,732.83,17.06,23.84,17.82,17.74,--,--,--,--,--,--,25.96,31.15,23.84,38.45,14.61,10.33083,,
724, 2024/5/5 15:22:05,733.83,17.03,23.85,17.79,17.73,--,--,--,--,--,--,25.97,31.15,23.85,38.44,14.59,10.31669,,
725, 2024/5/5 15:22:06,734.84,17.09,23.85,17.75,17.7,--,--,--,--,--,--,25.97,31.14,23.85,38.42,14.57,10.30255,,
726, 2024/5/5 15:22:07,735.84,17.09,23.84,17.76,17.67,--,--,--,--,--,--,25.97,31.15,23.84,38.46,14.62,10.3379,,
727, 2024/5/5 15:22:08,736.84,17.1,23.87,17.71,17.64,--,--,--,--,--,--,25.97,31.16,23.87,38.45,14.58,10.30962,,
728, 2024/5/5 15:22:09,737.84,17.12,23.82,17.72,17.58,--,--,--,--,--,--,25.96,31.12,23.82,38.41,14.59,10.31669,,
729, 2024/5/5 15:22:10,738.84,17.1,23.84,17.7,17.57,--,--,--,--,--,--,25.98,31.15,23.84,38.46,14.62,10.3379,,
730, 2024/5/5 15:22:11,739.84,17.12,23.85,17.76,17.57,--,--,--,--,--,--,25.96,31.13,23.85,38.41,14.56,10.29548,,
731, 2024/5/5 15:22:12,740.85,17.08,23.83,17.71,17.62,--,--,--,--,--,--,25.96,31.15,23.83,38.46,14.63,10.34497,,
